materialType	materialLabel	cause	causeIri	outcomeIri	relationship	outcome	quote	doi	hazard_reduction	hazard_increase	causeComment	outcomeComment
http://purl.bioontology.org/ontology/npo#NPO_1373	silica nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://www.ebi.ac.uk/efo/EFO_0801080	positively_correlates	oxidative stress biomarker measurement	The incubation of platelets with SiNP caused a significant increase in MDA concentrations (Figure 4). The effect was statistically significant at 5 μg/ml (P < 0.0001) and 25 μg/ml (P < 0.0001).	https://pubmed.ncbi.nlm.nih.gov/26069526	0	1	The total quantity or strength of a substance administered at one time.	Quantification of the amount of some oxidative stress biomarker in a sample. Indicators of oxidative stress include damaged DNA bases, protein oxidation products, and lipid peroxidation products. They can be measured in the blood, urine or skin.
http://purl.bioontology.org/ontology/npo#NPO_1373	silica nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_0097553	positively_correlates	calcium ion transmembrane import into cytosol	Compared with the control group, the incubation of platelets with SiNP induced a significant increase in platelet cytosolic calcium concentration. The level of significance was achieved at 25 μg/ml (P < 0.05).	https://pubmed.ncbi.nlm.nih.gov/26069526	0	0	The total quantity or strength of a substance administered at one time.	A process in which a calcium ion is transported from one side of a membrane to the other into the cytosol by means of some agent such as a transporter or pore.
http://purl.bioontology.org/ontology/npo#NPO_1373	silica nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_0097553	positively_correlates	calcium ion transmembrane import into cytosol	Additionally, SiNP exposure significantly increased the cytosolic calcium concentration.	https://pubmed.ncbi.nlm.nih.gov/26069526	0	0	The total quantity or strength of a substance administered at one time.	A process in which a calcium ion is transported from one side of a membrane to the other into the cytosol by means of some agent such as a transporter or pore.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/OAE_0000332	positively_correlates	mobility decreased AE	The results showed that the immobility and mortality of D. magna progressively worsened as the doses (1–50 mg.L) and exposure time (up to 72 h) increased, displaying dose- and time-dependent patterns. severe acute toxicity only occurred at the highest GO concentration (50 mg.L) at the longest exposure time (72 h).	https://doi.org/10.1016.j.envpol.2017.12.034	0	1	The total quantity or strength of a substance administered at one time.	mobility decreased AE is a nervous system AE that results in difficulty in movement leading to less ability to move part(s) of body
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	GO with higher concentrations induces more ROS. Among the three GO samples, s-GO causes the most serious oxidative stress.	https://doi.org/10.1016/j.toxlet.2010.11.016	0	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	The maximum ROS levels were found at 6 h, from that point on the levels of ROS reduced over a period of 24 h (data not shown). Therefore, the data shown here was only at 6 h exposure. The level of ROS in cells increased in a concentration-dependent manner and was statistically increased (p < 0.05) from 10 μg/ml concentration. Ag (15, 100 nm) treatment at 25 and 50 μg/ml resulted in an approximately 10-fold increase in ROS generation over control levels	https://doi.org/10.1016/j.tiv.2005.06.034	0	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	The level of ROS in cells increased in a concentration-dependent manner and was statistically increased (p < 0.05) from 10 μg/ml concentration. Ag (15, 100 nm) treatment at 25 and 50 μg/ml resulted in an approximately 10-fold increase in ROS generation over control levels (Fig. 4A). The qualitative generation of ROS was also observed using fluorescence microscopy, which detected the brightest obvious fluorescent intensity with Ag exposed cells at 25 μg/ml (Fig. 4B–D).	https://doi.org/10.1016/j.tiv.2005.06.034	0	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	H2O2/OH content significantly increased after treatment with ZnO-NPs at 5 and 10 μg/cm2 for 24 h. After 48 h of treatment at 5 μg/cm2 the evaluation of ROS content was comparable to that induced by H2O2 solution (Fig. 5A, left side).	https://doi.org/10.1016/j.taap.2010.04.012	0	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	After 24-h exposure, Ag NP concentrations ranging from 2.5 to 15 μg/ml induced significant ROS	https://doi.org/10.1007/s00204-010-0545-5	0	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	After 24-h exposure, Ag NP concentrations ranging from 2.5 to 15 μg/ml induced significant ROS	https://doi.org/10.1016/j.tiv.2005.06.034	0	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_0004457	positively_correlates	lactate dehydrogenase activity	a significant increase in LDH leakage was observed with exposure to ZnO	https://doi.org/10.1080/10934520600966177	0	0	The total quantity or strength of a substance administered at one time.	Catalysis of the reaction: lactate + NAD+ = H+ + NADH + pyruvate.
http://purl.bioontology.org/ontology/npo#NPO_1373	silica nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_0070527	positively_correlates	platelet aggregation	Compared with control group, incubation of platelets with SiNP caused significant and dose dependent proaggregatory effects (Figure 2). The level of significance was achieved at 5 μg/ml SiNP (P < 0.0001) and 25 μg/ml SiNP (P < 0.0001). 	https://pubmed.ncbi.nlm.nih.gov/26069526	0	0	The total quantity or strength of a substance administered at one time.	The adhesion of one platelet to one or more other platelets via adhesion molecules.
http://purl.bioontology.org/ontology/npo#NPO_1373	silica nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_0070527	positively_correlates	platelet aggregation	Incubation of platelets with SiNP caused a significant and dose-dependent platelet aggregation.	https://pubmed.ncbi.nlm.nih.gov/26069526	0	0	The total quantity or strength of a substance administered at one time.	The adhesion of one platelet to one or more other platelets via adhesion molecules.
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/GO_1903786	negatively_correlates	regulation of glutathione biosynthetic process	Intracellular GSH level, revealed by MCB staining (Fig. 5C), exhibited a dose-dependent decrease after 24 h exposure to ZnO-NPs. Depletion of GSH was not induced by TiO2 treatments, in agreement with poor ROS content.	https://doi.org/10.1016/j.taap.2010.04.012	0	1	The total quantity or strength of a substance administered at one time.	Any process that modulates the frequency, rate or extent of glutathione biosynthetic process.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/OAE_0000515	positively_correlates	lung edema AE	In addition, dose-dependent pulmonary toxicity, granulomatous lesions, pulmonary edema fibrosis, and inflammatory cell infiltration were also found after GO administration.27,60 	https://doi.org/10.1021/tx400385x	0	1	The total quantity or strength of a substance administered at one time.	an edema AE which has an outcome of lung edema
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_0006919	positively_correlates	activation of cysteine-type endopeptidase activity involved in apoptotic process	Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	This term should be used when the annotation refers to a process that occurs in a context of apoptotic cell death. To annotate gene products involved in activation of cysteine-type endopeptidases in other cellular process (e.g., cell cycle arrest) that do not necessarily develop into an apoptotic process, please use the more general parent term GO:0097202. Examples of 'activation of cysteine-type endopeptidase activity involved in apoptotic process' are cytochrome c and Apaf1. When cytochrome c is released from mitochondria and forms a complex with Apaf1, they form a scaffolding platform in which the pro-caspase 9 is bound (the 'apoptosome'). The caspase is then cleaved and activated. Cytochrome c and Apaf1 are therefore involved in the conversion of the zymogen procaspase 9 to the active form of the caspase.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/OAE_0000196	positively_correlates	apoptosis AE	Exposure of Saos-2 osteoblasts, MC3T3-E1 preosteoblasts, and RAW-264.7 macrophages to GO, which were synthesized from graphite in acidic medium by a modified Hummers method, at a dose of 75 μg/mL led to cell cycle alterations, apoptosis, and oxidative stress.39 In this work, GO was shown to have an average thickness of 1.8 nm and a hydrodynamic size distribution in the range between 10−120 nm, with a maximum located around 40 nm.39	https://doi.org/10.1021/tx400385x	0	1	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	a cell death AE that has an outcome of apoptosis, a form of programmed cell death that occurs in multicellular organisms.
http://purl.enanomapper.org/onto/ENM_9000005	aluminium oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/OAE_0000196	positively_correlates	apoptosis AE	The analysis of BJ cells yielded similar results, with the percentage of cells in early apoptosis reaching 8.14%, and the percentage of cells in late apoptosis of up to 6.67%. The percentage of necrotic cells ranged between 0.38–0.75% and 0.25–0.85% for murine and human fibroblasts, respectively. The results of cell survival estimated by this method are concordant with those obtained in the EZ4U assay, that allows to conclude that aluminium oxide nanoparticles are of a relatively inert nature and show low cytotoxic activity.	https://doi.org/10.1016/j.tiv.2011.07.010	0	1	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	a cell death AE that has an outcome of apoptosis, a form of programmed cell death that occurs in multicellular organisms.
http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/OAE_0000196	does_not_correlate	apoptosis AE	Since apoptotic cells were virtually absent irrespective of the treatment conditions applied, we conclude that SNP-mediated cell death occurs via non-apoptotic pathways (data not shown).	https://doi.org/10.1088/1742-6596/304/1/012030	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	a cell death AE that has an outcome of apoptosis, a form of programmed cell death that occurs in multicellular organisms.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://www.ebi.ac.uk/efo/EFO_0004352	positively_correlates	mortality	Neither mortality nor immobility was inhibited at concentrations ≤10 mg.L at 24 h	https://doi.org/10.1016.j.envpol.2017.12.034	0	1	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Quantification of the number of deaths in a population.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://www.ebi.ac.uk/efo/EFO_0004808	positively_correlates	L lactate dehydrogenase measurement	Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)	https://doi.org/10.1021/tx400385x	0	1	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Is a quantification of L lactate dehydrodgenase, typically measured in serum, used as a marker of tissue breakdown as LDH is abundant in red blood cells and can function as a marker for hemolysis
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://www.ebi.ac.uk/efo/EFO_0004810	does_not_correlate	interleukin-6 measurement	TNF-α and IL-6 contents were not detected in LoVo treated for 24 h and 48 h with both types of particles tested (data not shown).	https://doi.org/10.1016/j.taap.2010.04.012	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Is a quantification of interleukin-6, a pro-inflammatory and anti-inflammatory cytokine.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://www.ebi.ac.uk/efo/EFO_0008353	positively_correlates	cellular adhesion molecule measurement	the attachment and proliferation of mammalian colorectal adenocarcinoma cells (HT-29 cells) upon exposure to GO films, indicating no significant toxicity	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	quantification of the amount cellular adhesion molecule in a sample
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://www.ebi.ac.uk/efo/EFO_0010929	does_not_correlate	TNF-related activation-induced cytokine measurement	TNF-α and IL-6 contents were not detected in LoVo treated for 24 h and 48 h with both types of particles tested (data not shown).	https://doi.org/10.1016/j.taap.2010.04.012	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Quantification of the amount of TNF-related activation-induced cytokine in a sample
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_0006914	positively_correlates	autophagy	Murine macrophage-like RAW264.7 cells incubated with GO (∼100 μg/mL) were also able to elicit autophagy and the expression of Toll-like receptors associated with inflammatory responses.48	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation.
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_0006914	positively_correlates	autophagy	Microtubule-associated protein light-chain protein-3 (LC3) is a key protein in autophagosome formation, and it is converted from its cytosolic form (LC3 I) into an active membrane-bound form (LC3 II) by sequential proteolysis and lipidation during autophagosome assembly [54]. Our data on LC3B II expression confirm that autophagy occurs with TiO2:SiO2 1:1, 3:1, and TiO2 NPs, confirming that autophagy is one of the main pathways involved in the response to metal oxide NPs.	https://doi.org/10.3390/nano9071041	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_0098739	does_not_correlate	import across plasma membrane	exposure of A549 cells to GO did not show cell uptake, although size-dependent cytotoxicity and dose-dependent oxidative stress were observed.37	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The directed movement of some substance from outside of a cell, across the plasma membrane and into the cytosol.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_1903409	negatively_correlates	reactive oxygen species biosynthetic process	GO acts on alveolar macrophages and alveolar epithelial cells by the generation of ROS, yielding inflammation, and resulting in apoptosis of mitochondrial respiration.27	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	GO acts on alveolar macrophages and alveolar epithelial cells by the generation of ROS, yielding inflammation, and resulting in apoptosis of mitochondrial respiration.27	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	Many reports have proposed that oxidative stress is one of the mechanisms involved in the toxic effects of carbon nanomaterials.2,24,37,90 The oxidative stress in target cells is caused by the generation of reactive oxygen species (ROS).2 Antioxidant enzymes, such as superoxide dismutase or glutathione per-oxidase, are able to reduce and eliminate ROS. If homeostasis is not achieved, cellular macromolecules, such as proteins, DNA, and lipids, can be damaged.2	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	he current literature proposes that the generation of reactive oxygen species in target cells is the most important cytotoxicity mechanism of graphene.	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_0006919	positively_correlates	activation of cysteine-type endopeptidase activity involved in apoptotic process	Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase in the context of an apoptotic process.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_1901800	positively_correlates	positive regulation of proteasomal protein catabolic process	Dendritic cells treated with GO (up to 25 μg/mL) were affected in their functional activity (antigens inhibition), this effect was associated with a down-regulation of intracellular levels of one unit of the immune proteasome responsible for antigen processing in these cells.	https://doi.org/10.1021/tx400385x	0	1	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Any process that activates or increases the frequency, rate or extent of proteasomal protein catabolic process.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_1901800	positively_correlates	positive regulation of proteasomal protein catabolic process	GO disrupted the protein antigen processing in DCs by down-regulating the levels of immunoproteasome LMP7	https://doi.org/10.1002/smll.201201546	0	1	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Any process that activates or increases the frequency, rate or extent of proteasomal protein catabolic process.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.obolibrary.org/obo/GO_0034121	positively_correlates	regulation of toll-like receptor signaling pathway	Murine macrophage-like RAW264.7 cells incubated with GO (∼100 μg/mL) were also able to elicit autophagy and the expression of Toll-like receptors associated with inflammatory responses.48	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Any process that modulates the frequency, rate, or extent of toll-like receptor signaling pathway.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	regulation of cytoskeleton organization	http://purl.obolibrary.org/obo/GO_0051493	http://purl.obolibrary.org/obo/GO_0098739	positively_correlates	import across plasma membrane	When cells were respectively treated with latrunculin B (Lat B) [41] and nocodazole (Noco) [42] to disrupt actin and microtubule movement, significant reductions of GO uptake were found. 	https://doi.org/10.1016/j.biomaterials.2012.02.021	0	0	Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures.	The directed movement of some substance from outside of a cell, across the plasma membrane and into the cytosol.
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	Embedding into nano-enabled paint formulation	http://purl.enanomapper.net/onto/ENM_9010524	http://purl.enanomapper.org/onto/ENM_8000316	negatively_correlates	Photocatalytic activity	Pulmonary inflammation and DNA damage and hepatic histopathology were not changed in mice instilled with sanding dust from NanoTiO2 paint compared to paint without NanoTiO2. However, pure NanoTiO2 caused greater inflammation than NanoTiO2 embedded in the paint matrix.	https://doi.org/10.1186/1743-8977-9-4	0	0	Embedding of a nanomaterial into nano-enabled paint formulation	Catalysis of a photoreaction upon irradiation of the photocatalist bearer of this disposition
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	Embedding into nano-enabled paint formulation	http://purl.enanomapper.net/onto/ENM_9010524	http://purl.enanomapper.org/onto/ENM_8000316	negatively_correlates	Photocatalytic activity	toxicity of NanoTiO2 was reduced by inclusion into a paint matrix	https://doi.org/10.1186/1743-8977-9-4	0	0	Embedding of a nanomaterial into nano-enabled paint formulation	Catalysis of a photoreaction upon irradiation of the photocatalist bearer of this disposition
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	duration	http://www.ebi.ac.uk/efo/EFO_0000433	http://www.ebi.ac.uk/efo/EFO_0004352	positively_correlates	mortality	The results showed that the immobility and mortality of D. magna progressively worsened as the doses (1–50 mg.L) and exposure time (up to 72 h) increased, displaying dose- and time-dependent patterns.severe acute toxicity only occurred at the highest GO concentration (50 mg.L) at the longest exposure time (72 h).	https://doi.org/10.1016.j.envpol.2017.12.034	0	1	A temporal measurement of the time between two specified points.	Quantification of the number of deaths in a population.
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	duration	http://www.ebi.ac.uk/efo/EFO_0000433	http://purl.obolibrary.org/obo/GO_0032060	positively_correlates	bleb assembly	While untreated LoVo displayed their typical morphology characterized by polygonal shape with numerous microvilli randomly distributed on the cell surface (Fig. 3D), after treatment with 5 μg/cm2 of ZnO-NPs for 48 h, evident signs of cell damage could be detected (Fig. 3E). Treated cells appeared to be rounded, deprived of microvilli and with numerous blebs on their surface.	https://doi.org/10.1016/j.taap.2010.04.012	0	0	A temporal measurement of the time between two specified points.	The assembly of a bleb, a cell extension caused by localized decoupling of the cytoskeleton from the plasma membrane and characterized by rapid formation, rounded shape, and scarcity of organelles within the protrusion. Plasma membrane blebbing occurs during apoptosis and other cellular processes, including cell locomotion, cell division, and as a result of physical or chemical stresses.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	duration	http://www.ebi.ac.uk/efo/EFO_0000433	http://purl.obolibrary.org/obo/OAE_0000332	positively_correlates	mobility decreased AE	The results showed that the immobility and mortality of D. magna progressively worsened as the doses (1–50 mg.L) and exposure time (up to 72 h) increased, displaying dose- and time-dependent patterns.severe acute toxicity only occurred at the highest GO concentration (50 mg.L) at the longest exposure time (72 h).	https://doi.org/10.1016.j.envpol.2017.12.034	0	1	A temporal measurement of the time between two specified points.	mobility decreased AE is a nervous system AE that results in difficulty in movement leading to less ability to move part(s) of body
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	duration	http://www.ebi.ac.uk/efo/EFO_0000433	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	H2O2/OH content significantly increased after treatment with ZnO-NPs at 5 and 10 μg/cm2 for 24 h. After 48 h of treatment at 5 μg/cm2 the evaluation of ROS content was comparable to that induced by H2O2 solution (Fig. 5A, left side).	https://doi.org/10.1016/j.taap.2010.04.012	0	0	A temporal measurement of the time between two specified points.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	duration	http://www.ebi.ac.uk/efo/EFO_0000433	http://purl.obolibrary.org/obo/GO_1903409	positively_correlates	reactive oxygen species biosynthetic process	The H2O2/OH increase was accompanied by a dose- and time-dependent decrease of anion superoxide O2−∙, as revealed by DHE staining (Fig. 5A, right side).	https://doi.org/10.1016/j.taap.2010.04.012	0	0	A temporal measurement of the time between two specified points.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	ultraviolet radiation	http://www.ebi.ac.uk/efo/EFO_0022039	http://purl.enanomapper.net/onto/ENM_2458273	negatively_correlates	Epoxy-functionalization of a nanoparticle	In our study, compared to the untreated GO, the UV-treated GO possessed higher carboxyl (C-COOH) and carbon-carbon groups (C-C and C=C), lower epoxy (C-O-C) and hydroxyl (C-OH) functional groups, and similar oxygen content (Table 1). These features might contribute to the significantly higher molecular toxicity related to DNA damage stress, protein stress, and chemical stress.	https://doi.org/10.3390/ijms221910578	0	0	The invisible ultraviolet spectrum makes up one specific portion of sunlight. This unique portion accounts for three percent of all solar radiation reaching the earth. UV radiation causes many health problems	Functionalization of a nanoparticle through epoxy groups, comprised of two carbons and an oxygen in a ring formation
