erm	materialType	materialLabel	cause	relationship	outcome	quote	doi	hazard_reduction	causeComment	outcomeComment
https://nanocommons.github.io/identifiers/registry#ERM:192714	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	positively_correlates	reactive oxygen species biosynthetic process	GO with higher concentrations induces more ROS. Among the three GO samples, s-GO causes the most serious oxidative stress.	https://doi.org/10.1016.j.toxlet.2010.11.016	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:789399	http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	dose	positively_correlates	reactive oxygen species biosynthetic process	H2O2/OH content significantly increased after treatment with ZnO-NPs at 5 and 10 μg/cm2 for 24 h. After 48 h of treatment at 5 μg/cm2 the evaluation of ROS content was comparable to that induced by H2O2 solution (Fig. 5A, left side).	https://doi.org/10.1016/j.taap.2010.04.012	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:037058	http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	dose	positively_correlates	reactive oxygen species biosynthetic process	The level of ROS in cells increased in a concentration-dependent manner and was statistically increased (p < 0.05) from 10 μg/ml concentration. Ag (15, 100 nm) treatment at 25 and 50 μg/ml resulted in an approximately 10-fold increase in ROS generation over control levels (Fig. 4A). The qualitative generation of ROS was also observed using fluorescence microscopy, which detected the brightest obvious fluorescent intensity with Ag exposed cells at 25 μg/ml (Fig. 4B–D).	https://doi.org/10.1016/j.tiv.2005.06.034	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:037058	http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	dose	positively_correlates	reactive oxygen species biosynthetic process	The maximum ROS levels were found at 6 h, from that point on the levels of ROS reduced over a period of 24 h (data not shown). Therefore, the data shown here was only at 6 h exposure. The level of ROS in cells increased in a concentration-dependent manner and was statistically increased (p < 0.05) from 10 μg/ml concentration. Ag (15, 100 nm) treatment at 25 and 50 μg/ml resulted in an approximately 10-fold increase in ROS generation over control levels	https://doi.org/10.1016/j.tiv.2005.06.034	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:037059	http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	dose	positively_correlates	reactive oxygen species biosynthetic process	After 24-h exposure, Ag NP concentrations ranging from 2.5 to 15 μg/ml induced significant ROS	https://doi.org/10.1007/s00204-010-0545-5	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:037059	http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	dose	positively_correlates	reactive oxygen species biosynthetic process	After 24-h exposure, Ag NP concentrations ranging from 2.5 to 15 μg/ml induced significant ROS	https://doi.org/10.1016/j.tiv.2005.06.034	0	The total quantity or strength of a substance administered at one time.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:857785	http://purl.bioontology.org/ontology/npo#NPO_1373	silica nanoparticle	dose	positively_correlates	platelet aggregation	Compared with control group, incubation of platelets with SiNP caused significant and dose dependent proaggregatory effects (Figure 2). The level of significance was achieved at 5 μg/ml SiNP (P < 0.0001) and 25 μg/ml SiNP (P < 0.0001).	https://pubmed.ncbi.nlm.nih.gov/26069526	0	The total quantity or strength of a substance administered at one time.	The adhesion of one platelet to one or more other platelets via adhesion molecules.
https://nanocommons.github.io/identifiers/registry#ERM:857785	http://purl.bioontology.org/ontology/npo#NPO_1373	silica nanoparticle	dose	positively_correlates	platelet aggregation	Incubation of platelets with SiNP caused a significant and dose-dependent platelet aggregation.	https://pubmed.ncbi.nlm.nih.gov/26069526	0	The total quantity or strength of a substance administered at one time.	The adhesion of one platelet to one or more other platelets via adhesion molecules.
https://nanocommons.github.io/identifiers/registry#ERM:789399	http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	dose	does_not_correlate	regulation of glutathione biosynthetic process	Intracellular GSH level, revealed by MCB staining (Fig. 5C), exhibited a dose-dependent decrease after 24 h exposure to ZnO-NPs. Depletion of GSH was not induced by TiO2 treatments, in agreement with poor ROS content.	https://doi.org/10.1016/j.taap.2010.04.012	0	The total quantity or strength of a substance administered at one time.	Any process that modulates the frequency, rate or extent of glutathione biosynthetic process.
https://nanocommons.github.io/identifiers/registry#ERM:192683	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	positively_correlates	activation of cysteine-type endopeptidase activity involved in apoptotic process	Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	This term should be used when the annotation refers to a process that occurs in a context of apoptotic cell death. To annotate gene products involved in activation of cysteine-type endopeptidases in other cellular process (e.g., cell cycle arrest) that do not necessarily develop into an apoptotic process, please use the more general parent term GO:0097202. Examples of 'activation of cysteine-type endopeptidase activity involved in apoptotic process' are cytochrome c and Apaf1. When cytochrome c is released from mitochondria and forms a complex with Apaf1, they form a scaffolding platform in which the pro-caspase 9 is bound (the 'apoptosome'). The caspase is then cleaved and activated. Cytochrome c and Apaf1 are therefore involved in the conversion of the zymogen procaspase 9 to the active form of the caspase.
https://nanocommons.github.io/identifiers/registry#ERM:725616	http://purl.enanomapper.org/onto/ENM_9000005	aluminium oxide nanoparticle	exposure	correlates	apoptosis AE	The analysis of BJ cells yielded similar results, with the percentage of cells in early apoptosis reaching 8.14%, and the percentage of cells in late apoptosis of up to 6.67%. The percentage of necrotic cells ranged between 0.38–0.75% and 0.25–0.85% for murine and human fibroblasts, respectively. The results of cell survival estimated by this method are concordant with those obtained in the EZ4U assay, that allows to conclude that aluminium oxide nanoparticles are of a relatively inert nature and show low cytotoxic activity.	https://doi.org/10.1016/j.tiv.2011.07.010	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	a cell death AE that has an outcome of apoptosis, a form of programmed cell death that occurs in multicellular organisms.
https://nanocommons.github.io/identifiers/registry#ERM:192713	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	observed_outcome	EC50	GO having a size of 200−300 nm was prepared, and the toxicity evaluation of GO on Daphnia magna was done. EC50 and LC50 values of GO after an exposure of 72 h were found to be 43.3 and 45.4 mg.L, respectively.254	https://doi.org/10.1021.acsomega.2c03171	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The effective concentration of an agonist, which produces 50% of the maximum possible response for that agonist.
https://nanocommons.github.io/identifiers/registry#ERM:192713	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	observed_outcome	LC50	GO having a size of 200−300 nm was prepared, and the toxicity evaluation of GO on Daphnia magna was done. EC50 and LC50 values of GO after an exposure of 72 h were found to be 43.3 and 45.4 mg.L, respectively.254	https://doi.org/10.1021.acsomega.2c03171	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	It is 50% lethal concentration (the concentration that kills 50% of treated cells).
https://nanocommons.github.io/identifiers/registry#ERM:192655	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	correlates	mortality	Neither mortality nor immobility was inhibited at concentrations ≤10 mg.L at 24 h	https://doi.org/10.1016.j.envpol.2017.12.034	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Quantification of the number of deaths in a population.
https://nanocommons.github.io/identifiers/registry#ERM:789399	http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	exposure	correlates	interleukin-6 measurement	TNF-α and IL-6 contents were not detected in LoVo treated for 24 h and 48 h with both types of particles tested (data not shown).	https://doi.org/10.1016/j.taap.2010.04.012	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Is a quantification of interleukin-6, a  pro-inflammatory and anti-inflammatory cytokine.
https://nanocommons.github.io/identifiers/registry#ERM:789399	http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	exposure	correlates	TNF-related activation-induced cytokine measurement	TNF-α and IL-6 contents were not detected in LoVo treated for 24 h and 48 h with both types of particles tested (data not shown).	https://doi.org/10.1016/j.taap.2010.04.012	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Quantification of the amount of TNF-related activation-induced cytokine in a sample
https://nanocommons.github.io/identifiers/registry#ERM:192682	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	#N/A	autophagy	Murine macrophage-like RAW264.7 cells incubated with GO (∼100 μg/mL) were also able to elicit autophagy and the expression of Toll-like receptors associated with inflammatory responses.48	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation.
https://nanocommons.github.io/identifiers/registry#ERM:192684	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	does_not_correlate	import across plasma membrane	exposure of A549 cells to GO did not show cell uptake, although size-dependent cytotoxicity and dose-dependent oxidative stress were observed.37	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The directed movement of some substance from outside of a cell, across the plasma membrane and into the cytosol.
https://nanocommons.github.io/identifiers/registry#ERM:192683	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	positively_correlates	reactive oxygen species biosynthetic process	Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:192682	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	correlates	reactive oxygen species biosynthetic process	Many reports have proposed that oxidative stress is one of the mechanisms involved in the toxic effects of carbon nanomaterials.2,24,37,90 The oxidative stress in target cells is caused by the generation of reactive oxygen species (ROS).2 Antioxidant enzymes, such as superoxide dismutase or glutathione per-oxidase, are able to reduce and eliminate ROS. If homeostasis is not achieved, cellular macromolecules, such as proteins, DNA, and lipids, can be damaged.2	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:192682	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	does_not_correlate	reactive oxygen species biosynthetic process	he current literature proposes that the generation of reactive oxygen species in target cells is the most important cytotoxicity mechanism of graphene.	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:192682	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	negatively_correlates	reactive oxygen species biosynthetic process	GO acts on alveolar macrophages and alveolar epithelial cells by the generation of ROS, yielding inflammation, and resulting in apoptosis of mitochondrial respiration.27	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:192682	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	positively_correlates	reactive oxygen species biosynthetic process	GO acts on alveolar macrophages and alveolar epithelial cells by the generation of ROS, yielding inflammation, and resulting in apoptosis of mitochondrial respiration.27	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:192683	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	positively_correlates	lactate dehydrogenase activity	Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Catalysis of the reaction: lactate + NAD+ = H+ + NADH + pyruvate.
https://nanocommons.github.io/identifiers/registry#ERM:192683	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	positively_correlates	activation of cysteine-type endopeptidase activity involved in apoptotic process	Exposure of human neuronal cells (PC12 cells) to reduced graphene oxide (rGO) (diameter between 100−110 nm and thickness between 3−5 nm) caused an increase in the activation of caspase-3, release of lactate dehydrogenase, and generation of reactive oxygen species (ROS)	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase in the context of an apoptotic process.
https://nanocommons.github.io/identifiers/registry#ERM:192711	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	negatively_correlates	positive regulation of proteasomal protein catabolic process	GO disrupted the protein antigen processing in DCs by down-regulating the levels of immunoproteasome LMP7	https://doi.org/10.1002/smll.201201546	1	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Any process that activates or increases the frequency, rate or extent of proteasomal protein catabolic process.
https://nanocommons.github.io/identifiers/registry#ERM:192682	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	positively_correlates	positive regulation of proteasomal protein catabolic process	Dendritic cells treated with GO (up to 25 μg/mL) were affected in their functional activity (antigens inhibition), this effect was associated with a down-regulation of intracellular levels of one unit of the immune proteasome responsible for antigen processing in these cells.	https://doi.org/10.1021/tx400385x	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	Any process that activates or increases the frequency, rate or extent of proteasomal protein catabolic process.
https://nanocommons.github.io/identifiers/registry#ERM:192655	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	duration	positively_correlates	mortality	The results showed that the immobility and mortality of D. magna progressively worsened as the doses (1–50 mg.L) and exposure time (up to 72 h) increased, displaying dose- and time-dependent patterns.severe acute toxicity only occurred at the highest GO concentration (50 mg.L) at the longest exposure time (72 h).	https://doi.org/10.1016.j.envpol.2017.12.034	0	A temporal measurement of the time between two specified points.	Quantification of the number of deaths in a population.
https://nanocommons.github.io/identifiers/registry#ERM:789399	http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	duration	positively_correlates	bleb assembly	While untreated LoVo displayed their typical morphology characterized by polygonal shape with numerous microvilli randomly distributed on the cell surface (Fig. 3D), after treatment with 5 μg/cm2 of ZnO-NPs for 48 h, evident signs of cell damage could be detected (Fig. 3E). Treated cells appeared to be rounded, deprived of microvilli and with numerous blebs on their surface.	https://doi.org/10.1016/j.taap.2010.04.012	0	A temporal measurement of the time between two specified points.	The assembly of a bleb, a cell extension caused by localized decoupling of the cytoskeleton from the plasma membrane and characterized by rapid formation, rounded shape, and scarcity of organelles within the protrusion. Plasma membrane blebbing occurs during apoptosis and other cellular processes, including cell locomotion, cell division, and as a result of physical or chemical stresses.
https://nanocommons.github.io/identifiers/registry#ERM:192655	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	duration	negatively_correlates	mobility decreased AE	The results showed that the immobility and mortality of D. magna progressively worsened as the doses (1–50 mg.L) and exposure time (up to 72 h) increased, displaying dose- and time-dependent patterns.severe acute toxicity only occurred at the highest GO concentration (50 mg.L) at the longest exposure time (72 h).	https://doi.org/10.1016.j.envpol.2017.12.034	1	A temporal measurement of the time between two specified points.	mobility decreased AE is a nervous system AE that results in difficulty in movement leading to less ability to move part(s) of body
https://nanocommons.github.io/identifiers/registry#ERM:789399	http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	duration	positively_correlates	reactive oxygen species biosynthetic process	H2O2/OH content significantly increased after treatment with ZnO-NPs at 5 and 10 μg/cm2 for 24 h. After 48 h of treatment at 5 μg/cm2 the evaluation of ROS content was comparable to that induced by H2O2 solution (Fig. 5A, left side).	https://doi.org/10.1016/j.taap.2010.04.012	0	A temporal measurement of the time between two specified points.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:789399	http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	duration	positively_correlates	reactive oxygen species biosynthetic process	The H2O2/OH increase was accompanied by a dose- and time-dependent decrease of anion superoxide O2−∙, as revealed by DHE staining (Fig. 5A, right side).	https://doi.org/10.1016/j.taap.2010.04.012	0	A temporal measurement of the time between two specified points.	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.
https://nanocommons.github.io/identifiers/registry#ERM:679488	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	ultraviolet radiation	negatively_correlates	Epoxy-functionalization of a nanoparticle	In our study, compared to the untreated GO, the UV-treated GO possessed higher carboxyl (C-COOH) and carbon-carbon groups (C-C and C=C), lower epoxy (C-O-C) and hydroxyl (C-OH) functional groups, and similar oxygen content (Table 1). These features might contribute to the significantly higher molecular toxicity related to DNA damage stress, protein stress, and chemical stress.	https://doi.org/10.3390/ijms221910578	0	The invisible ultraviolet spectrum makes up one specific portion of sunlight. This unique portion accounts for three percent of all solar radiation reaching the earth. UV radiation causes many health problems	Functionalization of a nanoparticle through epoxy groups, comprised of two carbons and an oxygen in a ring formation
https://nanocommons.github.io/identifiers/registry#ERM:679488	http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	ultraviolet radiation	positively_correlates	Hydroxy-functionalization of a nanoparticle	Different GOs at lower concentrations (≤2 mg/L, C4-1 in Figure 2A) that were clustered together likely resulted from the overall indistinguishable low background-level toxicity (Figure 2A and SI Figure S1). The exception is the UV-treated GO, for which all six concentration samples were clustered together. This indicates that UV-treated GOs exhibit more distinctive toxicity profiles from other GOs.	https://doi.org/10.3390/ijms221910578	0	The invisible ultraviolet spectrum makes up one specific portion of sunlight. This unique portion accounts for three percent of all solar radiation reaching the earth. UV radiation causes many health problems	Functionalization of a nanoparticle through hydroxyl groups, comprised of one oxygen atom covalently bonded to one hydrogen atom
https://nanocommons.github.io/identifiers/registry#ERM:467461	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Ion leakage	positively_correlates	size	At still higher temperatures, the Si4+ is expelled from the interior of the anatase particles and gradually forms an amorphous surface SiO2 layer. Because this surface layer prevents direct contact of the anatase particles, it suppresses grain growth and retards the transition to rutile.	https://doi.org/10.1111/j.1151-2916.2001.tb00882.x	0	Process by which ions are released from a nanomaterial	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
https://nanocommons.github.io/identifiers/registry#ERM:467461	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Ion spilling	positively_correlates	size	At still higher temperatures, the Si4+ is expelled from the interior of the anatase particles and gradually forms an amorphous surface SiO2 layer. Because this surface layer prevents direct contact of the anatase particles, it suppresses grain growth and retards the transition to rutile.	https://doi.org/10.1111/j.1151-2916.2001.tb00882.x	0	Process by which ions are released from a nanomaterial	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
https://nanocommons.github.io/identifiers/registry#ERM:467463	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	positively_correlates	necrosis AE	A significant impact on cell viability was observed only with TiO2:SiO2 3:1 at the higher concentrations and necrosis, and slight apoptosis, seems to be the main pathways of cell death. A549 necrosis induced by exposure to 75 µg TiO2/mL TiO2:SiO2 3:1 is mediated by increasing reactive oxygen species, according to mechanisms widely described in literature concerning NPs cytotoxicity [48,49].	https://doi.org/10.3390/nano9071041	0	Silica coating.	a cell death AE that has an outcome of necrosis
https://nanocommons.github.io/identifiers/registry#ERM:467463	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	positively_correlates	necrosis AE	Data were also confirmed by the Annexin V/PI test, which evidenced that the exposure to TiO2:SiO2 3:1, as well as TiO2 NPs alone, increased the percentage of early necrotic cells (Annexin V+/PI+). Thanks to the Annexin V test, a slight increase of apoptotic (Annexin V+) cells, after exposure to TiO2:SiO2 1:1, 3:1, and TiO2 NPs alone, was appreciated (Supplementary Materials S3b,c).	https://doi.org/10.3390/nano9071041	0	Silica coating.	a cell death AE that has an outcome of necrosis
https://nanocommons.github.io/identifiers/registry#ERM:467462	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	negatively_correlates	size	The anatase grain size decreases from 20.0 to 18.2 nm when the SiO2 content increases from 0 to 50%.	https://doi.org/10.3389/fchem.2021.738969	0	Silica coating.	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
https://nanocommons.github.io/identifiers/registry#ERM:467462	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	negatively_correlates	size	Besides, the adding of SiO2 into TiO2 could retard the growth of nanoparticles and reduce the anatase grain size from 20.0 to 18.2 nm.	https://doi.org/10.3389/fchem.2021.738969	0	Silica coating.	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.
https://nanocommons.github.io/identifiers/registry#ERM:745799	http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	Nanoparticle material part consisting of a silica coat	negatively_correlates	autophagy	On the other hand, the formation of more oxygen vacancies during the heat treatment in N2 leads to a decreased phase transformation energy of TiO2 in the CTS-850	https://doi.org/10.1016/j.ceramint.2021.12.096	0	Silica coating.	The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation.
https://nanocommons.github.io/identifiers/registry#ERM:467463	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	positively_correlates	autophagy	The analysis of the LC3BII protein allows us to understand the potential of NPs to induce cell autophagy. Data showed that TiO2:SiO2 1:1 and 3:1 NPs at the dose of 75 µg/mL induced a significant increase of LC3BII expression, while 1:3 NPs values are similar to the control one (Figure 7).	https://doi.org/10.3390/nano9071041	0	Silica coating.	The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation.
https://nanocommons.github.io/identifiers/registry#ERM:467463	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	positively_correlates	autophagy	Microtubule-associated protein light-chain protein-3 (LC3) is a key protein in autophagosome formation, and it is converted from its cytosolic form (LC3 I) into an active membrane-bound form (LC3 II) by sequential proteolysis and lipidation during autophagosome assembly [54]. Our data on LC3B II expression confirm that autophagy occurs with TiO2:SiO2 1:1, 3:1, and TiO2 NPs, confirming that autophagy is one of the main pathways involved in the response to metal oxide NPs.	https://doi.org/10.3390/nano9071041	0	Silica coating.	The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation.
https://nanocommons.github.io/identifiers/registry#ERM:467463	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	positively_correlates	autophagy	The analysis of the LC3BII protein allows us to understand the potential of NPs to induce cell autophagy. Data showed that TiO2:SiO2 1:1 and 3:1 NPs at the dose of 75 µg/mL induced a significant increase of LC3BII expression, while 1:3 NPs values are similar to the control on	https://doi.org/10.3390/nano9071041	0	Silica coating.	The cellular catabolic process in which cells digest cellular materials, such as organelles and other macromolecular constituents, or non-self materials such as intracellular pathogens. Autophagy serves to provide essential nutrients under conditions of cellular stress; or can remodel intracellular structures during cell differentiation.
https://nanocommons.github.io/identifiers/registry#ERM:467463	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	does_not_correlate	regulation of cytoskeleton organization	Furthermore, data from rhodamine phalloidin staining showed that the exposure to the different NPs seems to induce actin network morphological change (Figure 9). The interaction of TiO2:SiO2 NPs 1:1 (Figure 9b) and 3:1 (Figure 9d) with A549 cells, increased cytoskeleton disassembly and the presence of cellular filopodia, while an analog localization of actin is not detectable in the cells exposed to TiO2:SiO2 1:3 (Figure 9c).	https://doi.org/10.3390/nano9071041	0	Silica coating.	Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures.
https://nanocommons.github.io/identifiers/registry#ERM:467463	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	positively_correlates	negative regulation of cell cycle G1/S phase transition	We observed that TiO2:SiO2 3:1 was able to induce a slight but significant arrest of the cell cycle in the S-phase	https://doi.org/10.3390/nano9071041	0	Silica coating.	Any signaling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle.
https://nanocommons.github.io/identifiers/registry#ERM:467463	http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	negatively_correlates	Electrostatic stability	The increase of hydrodynamic diameter as a function of the TiO2:SiO2 ratio is caused by both the steric hindrance of SiO2 heterocoagulated on the TiO2 surface and the consequent electrostatic destabilization due to the progressive neutralization of the TiO2 surface charge with the increase of SiO2 content [29,30].	https://doi.org/10.3390/nano9071041	0	Silica coating.	The quality of being free from changes due to the counterbalance between attractive Van der Waals and repulsive Coulomb forces
https://nanocommons.github.io/identifiers/registry#ERM:745800	http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	Nanoparticle material part consisting of a silica coat	positively_correlates	Crystalline state stability	the inclusion of magnesium silicate in the structure of the catalyst stabilises the anatase phase TiO2	https://doi.org/10.1016/S0920-5861(02)00225-0	0	Silica coating.	The quality of being free from change into another crystalline structural phase
