row_id,reference_id,material_description,source,material,erm,hash,material_type,placeholder,material_iri,material_synthesis_characterization_quote,s,p,o,s_iri,o_iri,quote,original_study,citesAsSourceDocument,model_cell,model_cell_iri,organism,organism_iri,organism_age,manufacturer_cell,exposure_time,exposure_time_units,exposure_time_units_iri,dose,dose_units,dose_units_iri,exposure_route,endpoint,endpoint_iri,endpoint_measurement,qualifier,qualifier_value,endpoint_units,assay_equipment,assay_iri,assay,"primary_size_descriptor__(ecd,_feret_diameter_,_length)",primary_size_descriptor_iri,primary_size,primary_size_quote,primary_size,primary_size_qualifier,primary_size_qualifier_value,primary_size_unit,normalized_primary_size,primary_size_method,primary_size_instrument,bundle_diameter,bundle_diameter_quote,bundle_diameter_qualifier,bundle_diameter_qualifier_value,bundle_diameter_unit,normalized_bundle_diameter,bundle_diameter_method,bundle_diameter_instrument,nominal_size,nominal_size_unit,nominal_size_qualifier,nominal_size_qualifier_value,average_grain_size,average_grain_size_qualifier,average_grain_size_qualifier_value,average_grain_size_unit,agglomerate_size,agglomerate_size_unit,agglomerate_size_qualifier,agglomerate_size_qualifier_value,agglomerate_size_method,aggregate_size,aggregate_size_qualifier,aggregate_size_unit,aggregate_size_medium,aggregate_size_qualifier_value,aggregate_size_instrument,aggregate_size_method,diameter_qualifier,diameter_qualifier_value,diameter_unit,normalized_diameter,diameter_method,diameter_instrument,hydrodynamic_diameter,hydrodynamic_diameter_qualifier,hydrodynamic_diameter_qualifier_value,hydrodynamic_diameter_unit,normalized_hydrodynamic_diameter,hydrodynamic_diameter_medium,hydrodymanic_diameter_method,hydrodymanic_diameter_method_iri,hydrodynamic_diameter_instrument,shape,shape_method,surface_area,surface_area_qualifier,surface_area_qualifier_value,surface_area_unit,normalized_surface_area,surface_area_method,surface_area_instrument,zeta_potential,zeta_potential_qualifier,zeta_potential_qualifier_value,zeta_potential_unit,normalized_zeta_potential,zeta_potential_medium,zeta_potential_instrument,zeta_potential_ph,zeta_potential_sd,dispersant/coating/functionalization,dissolution,porosity_qualifier,porosity,porosity_instrument,porosity_qualifier_value,porosity_unit,dissolution_method,purity,purity_unit,purity_method,metal_impurities_type,metal_impurities,metal_impurities_unit,metal_impurities_method,metal_impurities_instrument,pah_impurities,pah_impurities_unit,pah_impurities_method,pah_impurities_instrument,endotoxin_impurities,endotoxin_impurities_unit,endotoxin_impurities_instrument,endotoxins_impurities_instrument,crystal_structure,crystal_structure_instrument,polidispersity_index_(%),doping,polidispersity_index_instrument
67,13,#N/A,https://doi.org/10.1016/j.ceramint.2021.12.096,TiO213,ERM:745798,745798,TiO2,#N/A,#N/A,#N/A,silica coating,negatively_correlates,autophagy,http://purl.enanomapper.net/onto/ENM_3733911,http://purl.obolibrary.org/obo/GO_0006914,"On the other hand, the formation of more oxygen vacancies during the heat treatment in N2 leads to a decreased phase transformation energy of TiO2 in the CTS-850",TRUE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,13,#N/A,https://doi.org/10.1016/j.ceramint.2021.12.096,TiO213,ERM:745798,745798,TiO2,#N/A,#N/A,#N/A,size,positively_correlates,band gap,http://purl.org/obo/owl/PATO#PATO_0000117,http://semanticscience.org/resource/CHEMINF_000487,"Interestingly, the CTS-1050, even though with carbon doping, shows a larger band gap than those of CTS-650 and CTS-850. This is ascribed to the largest grain size, fading of quantum confinement, which is in agreement with previous reports",TRUE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,13,#N/A,https://doi.org/10.1016/j.ceramint.2021.12.096,TiO213,ERM:745798,745798,TiO2,#N/A,#N/A,#N/A,oxygen vacancies,positively_correlates,band gap,http://purl.enanomapper.net/onto/ENM_6390284,http://semanticscience.org/resource/CHEMINF_000487,"Moreover, interface states caused by oxygen vacancies also effectively lower the band gap",TRUE,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,dose,negatively_correlates,cell viability,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.enanomapper.org/onto/ENM_0000068,"The colorimetric assay showed that at concentrations of ZnO-NPs lower than 5 μg/cm2 there was no cytotoxicity up to 72 h. Starting from 5 μg/cm2, already after 24 h of treatment, a time-dependent decrease of cell viability was observed (Fig. 3A). Higher doses (10, 20, and 40 μg/cm2) induced cytotoxicity, with a cell survival lower than 5%, already after 24 h. ",TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,24,hours,#N/A,10,μg/cm2,#N/A,#N/A,WST-1 absorbance,http://purl.bioontology.org/ontology/npo#NPO_1816,70,#N/A,#N/A,% of control,#N/A,http://purl.enanomapper.org/onto/ENM_9000013,WST-1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,exposure time,positively_correlates,formation of blebs,http://www.ebi.ac.uk/efo/EFO_0000433,http://purl.obolibrary.org/obo/GO_0032060,"While untreated LoVo displayed their typical morphology characterized by polygonal shape with numerous microvilli randomly distributed on the cell surface (Fig. 3D), after treatment with 5 μg/cm2 of ZnO-NPs for 48 h, evident signs of cell damage could be detected (Fig. 3E). Treated cells appeared to be rounded, deprived of microvilli and with numerous blebs on their surface.",TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,48,hours,#N/A,5,μg/cm2,#N/A,#N/A,cell morphology,http://purl.bioontology.org/ontology/npo#NPO_274,qualitative,#N/A,#N/A,qualitative,SEM FEI XL30 ,http://purl.bioontology.org/ontology/npo#NPO_1440,SEM,diameter,http://purl.obolibrary.org/obo/PATO_0000117,196,"The size distribution showed an average diameter equal to 196 nm. 34% of particles possessed dimensions below 100 nm, 29% were aggregates with dimensions ranging from 100 nm to 200 nm, 17% were clusters of particles with dimensions between 200 and 300 nm and 20% joined in clusters ranging from 300 to 600 nm.",#N/A,SD,#N/A,nm,#N/A,TEM,Philips EM208S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,m2/g,3,TEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,%,EDX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,below detection limit,#N/A,diazo-coupling Limulus Amebocyte Lysate (LAL),,,,,,
72,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,dose,negatively_correlates,Membrane integrity,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.enanomapper.net/onto/ENM_8003959,"Treatment with 10 μg/cm2 of ZnO-NPs induced even more evident morphological alterations (Fig. 3F); in particular, holes on the cell membrane could be observed.",TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,48,hours,#N/A,10,μg/cm2,#N/A,#N/A,cell morphology,http://purl.bioontology.org/ontology/npo#NPO_274,qualitative,#N/A,#N/A,qualitative,SEM FEI XL30 ,http://purl.bioontology.org/ontology/npo#NPO_1440,SEM,diameter,http://purl.obolibrary.org/obo/PATO_0000117,196,"The size distribution showed an average diameter equal to 196 nm. 34% of particles possessed dimensions below 100 nm, 29% were aggregates with dimensions ranging from 100 nm to 200 nm, 17% were clusters of particles with dimensions between 200 and 300 nm and 20% joined in clusters ranging from 300 to 600 nm.",#N/A,SD,#N/A,nm,#N/A,TEM,Philips EM208S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,m2/g,3,TEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,%,EDX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,below detection limit,#N/A,diazo-coupling Limulus Amebocyte Lysate (LAL),,,,,,
73,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,dose,positively_correlates,apoptosis,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.obolibrary.org/obo/OAE_0000196,"Annexin V positive–PI positive (late apoptotic) cells (4.0%). Both Annexin V positive fractions significantly increased after 24 h treatment with 10 μg/cm2 (8.1% and 34.8%), 20 μg/cm2 (21.2% and 71.4%) and 40 μg/cm2 (18.8% and 75.7%) of ZnO-NPs. These results showed that ZnO-NPs induced dose-dependent apoptotic cell death.",TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,24,hours,#N/A,>10,μg/cm2,#N/A,#N/A,apoptotic cells,http://www.bioassayontology.org/bao#BAO_0002006,#N/A,#N/A,#N/A,%,"Annexin V-FITC kit (MBL, Medical & Biological Laboratories Co., Ltd., Japan)",http://www.bioassayontology.org/bao#BAO_0010265,Annexin V/PI-FITC,diameter,http://purl.obolibrary.org/obo/PATO_0000117,196,"The size distribution showed an average diameter equal to 196 nm. 34% of particles possessed dimensions below 100 nm, 29% were aggregates with dimensions ranging from 100 nm to 200 nm, 17% were clusters of particles with dimensions between 200 and 300 nm and 20% joined in clusters ranging from 300 to 600 nm.",#N/A,SD,#N/A,nm,#N/A,TEM,Philips EM208S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,m2/g,3,TEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,%,EDX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,below detection limit,#N/A,diazo-coupling Limulus Amebocyte Lysate (LAL),,,,,,
74,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,dose,positively_correlates,intracellular ROS generation,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.obolibrary.org/obo/GO_1903409,"H2O2/OH content significantly increased after treatment with ZnO-NPs at 5 and 10 μg/cm2 for 24 h. After 48 h of treatment at 5 μg/cm2 the evaluation of ROS content was comparable to that induced by H2O2 solution (Fig. 5A, left side).",TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,24,hours,#N/A,>10,μg/cm2,#N/A,#N/A,peroxyde/hydroxyl,https://purl.placeholder.enanomapper.net/peroxyde/hydroxyl,#N/A,#N/A,#N/A,% of control,"FACS LSRII flow cytometer (Becton Dickinson, Mountain View, CA, USA)",http://purl.enanomapper.net/onto/ENM_9802609,DHR123,diameter,http://purl.obolibrary.org/obo/PATO_0000117,196,"The size distribution showed an average diameter equal to 196 nm. 34% of particles possessed dimensions below 100 nm, 29% were aggregates with dimensions ranging from 100 nm to 200 nm, 17% were clusters of particles with dimensions between 200 and 300 nm and 20% joined in clusters ranging from 300 to 600 nm.",#N/A,SD,#N/A,nm,#N/A,TEM,Philips EM208S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,m2/g,3,TEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,%,EDX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,below detection limit,#N/A,diazo-coupling Limulus Amebocyte Lysate (LAL),,,,,,
75,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,exposure time,positively_correlates,intracellular ROS generation,http://www.ebi.ac.uk/efo/EFO_0000433,http://purl.obolibrary.org/obo/GO_1903409,"H2O2/OH content significantly increased after treatment with ZnO-NPs at 5 and 10 μg/cm2 for 24 h. After 48 h of treatment at 5 μg/cm2 the evaluation of ROS content was comparable to that induced by H2O2 solution (Fig. 5A, left side).",TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,48,hours,#N/A,>10,μg/cm2,#N/A,#N/A,peroxyde/hydroxyl,https://purl.placeholder.enanomapper.net/peroxyde/hydroxyl,#N/A,#N/A,#N/A,% of control,"FACS LSRII flow cytometer (Becton Dickinson, Mountain View, CA, USA)",http://purl.enanomapper.net/onto/ENM_9802609,DHR123,diameter,http://purl.obolibrary.org/obo/PATO_0000117,196,"The size distribution showed an average diameter equal to 196 nm. 34% of particles possessed dimensions below 100 nm, 29% were aggregates with dimensions ranging from 100 nm to 200 nm, 17% were clusters of particles with dimensions between 200 and 300 nm and 20% joined in clusters ranging from 300 to 600 nm.",#N/A,SD,#N/A,nm,#N/A,TEM,Philips EM208S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,m2/g,3,TEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,%,EDX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,below detection limit,#N/A,diazo-coupling Limulus Amebocyte Lysate (LAL),,,,,,
76,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,exposure time,positively_correlates,intracellular ROS generation,http://www.ebi.ac.uk/efo/EFO_0000433,http://purl.obolibrary.org/obo/GO_1903409,"The H2O2/OH increase was accompanied by a dose- and time-dependent decrease of anion superoxide O2−∙, as revealed by DHE staining (Fig. 5A, right side).",TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,48,hours,#N/A,>10,μg/cm2,#N/A,#N/A,superoxide,https://purl.placeholder.enanomapper.net/superoxide,#N/A,#N/A,#N/A,% of control,"FACS LSRII flow cytometer (Becton Dickinson, Mountain View, CA, USA)",http://purl.enanomapper.net/onto/ENM_3323766,DHE,diameter,http://purl.obolibrary.org/obo/PATO_0000117,196,"The size distribution showed an average diameter equal to 196 nm. 34% of particles possessed dimensions below 100 nm, 29% were aggregates with dimensions ranging from 100 nm to 200 nm, 17% were clusters of particles with dimensions between 200 and 300 nm and 20% joined in clusters ranging from 300 to 600 nm.",#N/A,SD,#N/A,nm,#N/A,TEM,Philips EM208S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,m2/g,3,TEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,%,EDX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,below detection limit,#N/A,diazo-coupling Limulus Amebocyte Lysate (LAL),,,,,,
77,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,dose,does_not_correlate,gsh regulation,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.obolibrary.org/obo/GO_1903786,"Intracellular GSH level, revealed by MCB staining (Fig. 5C), exhibited a dose-dependent decrease after 24 h exposure to ZnO-NPs. Depletion of GSH was not induced by TiO2 treatments, in agreement with poor ROS content.",TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,cellular gluthatione (GSH),https://purl.placeholder.enanomapper.net/cellular_gluthatione,#N/A,#N/A,#N/A,% of control,"FACS LSRII flow cytometer (Becton Dickinson, Mountain View, CA, USA)",http://purl.enanomapper.net/onto/ENM_3323768,MCB,diameter,http://purl.obolibrary.org/obo/PATO_0000117,196,"The size distribution showed an average diameter equal to 196 nm. 34% of particles possessed dimensions below 100 nm, 29% were aggregates with dimensions ranging from 100 nm to 200 nm, 17% were clusters of particles with dimensions between 200 and 300 nm and 20% joined in clusters ranging from 300 to 600 nm.",#N/A,SD,#N/A,nm,#N/A,TEM,Philips EM208S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,m2/g,3,TEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,%,EDX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,below detection limit,#N/A,diazo-coupling Limulus Amebocyte Lysate (LAL),,,,,,
78,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,dose,positively_correlates,mitochondrial damage,http://www.ebi.ac.uk/efo/EFO_0000428,http://purl.obolibrary.org/obo/OAE_0007476,"Moreover, flow cytometric analysis has revealed an increase of H2O2 and OHradical dot intracellular levels, accompanied by a consequently decrease of O2−radical dot content, depletion of GSH level and depolarization of mitochondrial membrane potential. ",TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,mitochondrial membrane potential ,https://purl.placeholder.enanomapper.net/mitochondrial membrane potential ,#N/A,#N/A,#N/A,% of control,"FACS LSRII flow cytometer (Becton Dickinson, Mountain View, CA, USA)",http://purl.enanomapper.net/onto/ENM_0801504,TMRM Flow cytometer analysis,diameter,http://purl.obolibrary.org/obo/PATO_0000117,196,"The size distribution showed an average diameter equal to 196 nm. 34% of particles possessed dimensions below 100 nm, 29% were aggregates with dimensions ranging from 100 nm to 200 nm, 17% were clusters of particles with dimensions between 200 and 300 nm and 20% joined in clusters ranging from 300 to 600 nm.",#N/A,SD,#N/A,nm,#N/A,TEM,Philips EM208S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,m2/g,3,TEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,%,EDX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,below detection limit,#N/A,diazo-coupling Limulus Amebocyte Lysate (LAL),,,,,,
79,14,"ZnO-NPs and TiO2 particles were obtained from Sigma-Aldrich Company Ltd. (Gillingham, Dorset, UK). The nominal size of particles as purchased is 50–70 nm for ZnO-NP and about 1 µm for fine TiO2.",https://doi.org/10.1016/j.taap.2010.04.012,ZnO2,ERM:789399,789399,ZnO,http://purl.enanomapper.org/onto/,http://purl.enanomapper.org/onto/ZnO,#N/A,exposure,correlates,IL-6 response,http://www.ebi.ac.uk/efo/EFO_0000487,http://www.ebi.ac.uk/efo/EFO_0004810,TNF-α and IL-6 contents were not detected in LoVo treated for 24 h and 48 h with both types of particles tested (data not shown).,TRUE,#N/A,LoVo,http://www.ebi.ac.uk/efo/EFO_0006639,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,IL-6,https://purl.placeholder.enanomapper.net/IL-6,#N/A,#N/A,#N/A,#N/A,"Biotrak, Cellular Communication Assays, Amersham Pharmacia Biotech, Uppsala, Sweden",http://purl.obolibrary.org/obo/OBI_0000661,ELISA,diameter,http://purl.obolibrary.org/obo/PATO_0000117,196,"The size distribution showed an average diameter equal to 196 nm. 34% of particles possessed dimensions below 100 nm, 29% were aggregates with dimensions ranging from 100 nm to 200 nm, 17% were clusters of particles with dimensions between 200 and 300 nm and 20% joined in clusters ranging from 300 to 600 nm.",#N/A,SD,#N/A,nm,#N/A,TEM,Philips EM208S,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50–70,nm,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,#N/A,#N/A,m2/g,3,TEM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,%,EDX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,below detection limit,#N/A,diazo-coupling Limulus Amebocyte Lysate (LAL),,,,,,
